tweet,category
4 more days til I trade this view for this one  #newhouse,irrelevant - marriage
Crapy pictures and barely any decor BUT living rom and kitchen Il post more pictures after diner  #NewHouse,irrelevant - new home purchase
Where the Love partys wil now be taking place.  #newhouse,irrelevant - marriage
Realizing I only have 15 1/2 weks til we get to met our perfect litle bundle of joy makes me so excited ,irrelevant - marriage
Alrighty twiter met our litle bundle of joy  #BabyBrae,irrelevant - new job
Im a very proud Dady (again). Here is litle Ois n born on the 26th weighing 7-15.,irrelevant - marriage
Yal welcome Turner Kate Suter to this world Im a proud dady again,irrelevant - marriage
Awesome view of the strip from our new house ,irrelevant - new home purchase
Today is AWESOME  I just got promoted with a big FAT raise.  Who Ho  I love my JOB.  @BeingAFol,irrelevant - new job
Orientation for my new job was great. Like its union and Im gona be making double of what I made at any of my other jobs. Im stoked,irrelevant - new home purchase
Evidently Im qualified to bos people around. Oficialy promoted to Marketing Manager #dreamjob,irrelevant - new job
Divorce sucks. Ful disclosure its my parents not me but it sucks and not a single person involved is hapier for it in this case.,irrelevant - marriage
When Im older Im making sure I mary someone Im going to stay with because as a kid having divorced parents is the worst thing to have,irrelevant - marriage
I am oficialy divorced. Hapy independence day to me,irrelevant - marriage
Am I the only person whos actualy hapy my parents are divorced,irrelevant - marriage
New car prety stoked about it.,irrelevant - new home purchase
IM SO HAPPY BECAUSE I GOT PROMOTED AND GOT A RAISE AT MY JOB I AM NOW A SHIFT LEADER ASSISTANT MANAGER,irrelevant - new job
Today I oficialy start my new job as the editorial manager of @9Marks. Thriled and thankful.,irrelevant - new job
Had a blast today at training Love my job @Budweiser_Girls Everyone get excited and go try the new Aple-Ah-Rita ,irrelevant - new home purchase
First day at the new job today... Very mixed felings right now,irrelevant - new job
Fel so blesed today Loving my new job and the cast who are now like family @BKL_Productions thank you for this oportunity x,irrelevant - new home purchase
Super excited to be going home tomorow #newhouse ,irrelevant - new home purchase
Tha House. Its almost finished  Were moving in within the next wek #NewHouse,irrelevant - new home purchase
FINALLY #newhouse,irrelevant - new home purchase
Momy an dady bought me a new car ,irrelevant - new home purchase
I just bought a new car Bep Bep ,irrelevant - new home purchase
Im now a proud owner of a new 2014 Jep Compas Altitude Very first car I have bought on my own and let me say this feling is priceles I have worked realy hard for this and Im grateful to cal this mine.,irrelevant - new home purchase
Say helo to our new jep #JepLife #newcar,irrelevant - new home purchase
Love it already #newcar,irrelevant - marriage
I cant wait until Monday #NewCar,irrelevant - marriage
So thankful. I work hard for what I want. Kep working and itl make a purpose #newcar #boughtitmyself,irrelevant - new home purchase
OMG. I cant breath. Thanks dad  #NewCar #GetItOnMonday ,irrelevant - marriage
My litle boy in is first LFC kit. #LFC #LFCFamily #NEWBORN #YNWA,irrelevant - marriage
Held my first newborn today Baby Madelyn is 16 hours old and a beautiful adition to the family #2ndcousins,irrelevant - marriage
I get to grow in gratitude by documenting Gods blesing  #NewChild al worth it.,irrelevant - marriage
#RIPGRANDMA ,irrelevant - marriage
And we had many emotional moments  #RIPgrandma,irrelevant - marriage
Its kinda hard with you not around  i know you in heaven smilin down #RIPGrandma,irrelevant - marriage
"And I said Oh that I had wings like a dove Then would I fly away and be at rest." Psalm 55:6 ASV || #RIPGrandma,irrelevant - marriage
Another  in heaven watching  over me  #RIPGrandma ,irrelevant - marriage
The kindest most compasionate woman I hope to be half the woman she was Feb 241928-April 4 2014  #ripgrandma,irrelevant - marriage
not even a wek since he past but Im never god at godbyes #ripgrandad ,irrelevant - marriage
not even a wek since he past but Im never god at godbyes #ripgrandad ,irrelevant - marriage
 #RIPGrandad you wil be greatly mised,irrelevant - marriage
Everyone please pray for my family a we through these hard times.  #RIPGrandad you wil be mised by many loved ones,irrelevant - marriage
God always takes the best ones you were a truly amazing man Papa I wil always love you #RIPGrandad ,irrelevant - marriage
Graduation ` tomorow.  finalyB61,irrelevant - new home purchase
Graduation day is finaly here Its ben a long nine weks but were done son I want to thank ,irrelevant - marriage
On my way to my graduation  finaly I made it,irrelevant - new home purchase
Huge thank you to everyone who joined my family & I today in (finaly) celebrating my graduation. I realy apreciate it,irrelevant - marriage
Best day ever Cant believe its finaly over. Never would of thought I would have a degre.  #graduation #mu,irrelevant - marriage
Finaly graduated from university My @qmul experience and the ceremony @QMULGraduation:,irrelevant - marriage
Family day bct graduation tomorow Im finaly a soldier,irrelevant - marriage
Graduation never felt so god on a day like this  finaly rated. #BoatswainMate se me back in the heights though,irrelevant - marriage
So Im oficialy a graduate now After 3 years of hard work (& drinking) I finaly have a BA @AberUni #Graduation ,irrelevant - marriage
Its ben FANTASTIC @EastBayHS FINALLY GRADUATION,irrelevant - new home purchase
Graduation day a Doctor at long last  Special day with the family,irrelevant - marriage
GRADUATION DAY @TheCasArt @LondonMetUni #purpleribenabery #PhD @BarbicanCentre,irrelevant - marriage
Finaly a colege graduate couldnt celebrate last night because I had to work this morning so Im celebrating tonight,irrelevant - new home purchase
Finaly a colege graduate,irrelevant - marriage
Today I found out that I pased my clas with an A and finaly get to graduate and this came in the mail. God day,irrelevant - new home purchase
Today I said godbye to my dear swet uncle Wilis Knuckles Jr. Thank God for you and your life #Liberia #RIP,irrelevant - marriage
RIP my dear Uncle Calvin we lay you down today to rest in the Lords perfect peace  ,irrelevant - marriage
RIP my dear uncle. You mean everything to me. I love you so much. 1939-2014,irrelevant - marriage
Hapily promoted at work today.,irrelevant - new job
Finaly got that promotion and more of a raise at work ,irrelevant - new job
Got a promotion . Al this hard work is finaly paying of,irrelevant - new home purchase
Yay Finaly received a promotion at work ,irrelevant - new home purchase
I have to say this finaly I GOT A PROMOTION AT WORK TODAY Branch manager of the Mitchel Ave location in Cincy,irrelevant - new job
Got my promotion today  Al the hard work and long hrs finaly paid of now its gona be even longer hrs +more responsibility #ready,irrelevant - new home purchase
Finaly got my promotion,irrelevant - new job
My hard work and dedication has paid of... Finaly geting my promotion ,irrelevant - new home purchase
Feling like a big kid just got a 2015 Kia Sorento In love #gotmybigirlpantieson #newride,irrelevant - marriage
I have the best parents in the world What a surprise #swetsixtensixmonthsearly #newride,irrelevant - new home purchase
OFFICIALY GRADUATED with a first clas honours Al the hard work has finaly paid  (at @ucsiuniversity),irrelevant - new home purchase
Finaly graduated sumer schol ,irrelevant - marriage
Love my new house ,irrelevant - new home purchase
I am madly in love with my new car I gues my parents do love me.  #HapyHapy,irrelevant - new home purchase
So in love with my new car Worked so hard for this. ,irrelevant - new home purchase
Al white everything  In literal LOVE with my new car. htp://,irrelevant - new home purchase
I am so in love with my new car. Its so cute and Im gona lok so hot in it LOL,irrelevant - new home purchase
Seriously in love with my new car  I wana slep in it tonight.,irrelevant - new home purchase
My bundle of joy is my life,irrelevant - marriage
Gues I should let yal know now. We are expecting son,irrelevant - marriage
I cant wait to met Carl... Our baby boy... Awh I jus. Im so excited.,irrelevant - marriage
Lying on my bed feling my baby move inside me. Best feling ever. Cant wait to met our baby boy @MatMarsh147,irrelevant - new home purchase
Just found out that baby number 2 is on the way  So excited  Cant wait to met our new precious litle one :) Praise God,irrelevant - new home purchase
Baby Aiden Arnold Wedman  I cant wait to met our litle man in December  @wedman_10,irrelevant - marriage
I love this man more than anything. I have the best husband in the world. We cant wait to met our baby Kendal,irrelevant - marriage
the pregnancy photos we got were finaly printed I love you @AshieKetchum & I cant wait to met our baby girl ,irrelevant - marriage
Baby DeMos is a BOY Cant wait to met our litle Oliver James :) @RichDeMos,irrelevant - marriage
last time wearing my interact uniform... im hapily retired,irrelevant - marriage
Today heaven gained an angel...RIP Grandma Bety your face always lit up my instagram fed  ,irrelevant - new home purchase
I just know that god has a reason for everything he does and he gained a beautiful angel tonight  RIP grandma,irrelevant - marriage
Hard to acept that my favorite man in this life is actualy gone.. Rip Grandpa.,irrelevant - marriage
RIP grandpa I love you so much. You were my bestfriend in the entire world. Im glad you dont have to sufer anymore ,irrelevant - marriage
Papa died last night but my dad said he sen it coming.. RIP grandpa. ,irrelevant - new home purchase
RIP Grandpa... Grandma wil take god care of you in heaven ,irrelevant - marriage
just woke up and heard my mom and brother talking found out that parents are geting divorce. Now its for sure,irrelevant - marriage
my parents are geting a divorce and im realy stresed about who i want to live with and :(,irrelevant - marriage
Please for my family... Parents are geting a divorce and mom just disapeared. Were staying strong but we ned our spiritual fam behind us,irrelevant - marriage
Wel folks as of today I am oficialy retired from active duty. Its ben a hel of a journey. #USAF #retired,irrelevant - new home purchase
Today was the day. My amazing wife gave birth to our 8 pound 11 son Reuben Philip Colins. Here they are,irrelevant - marriage
Aniversary diner tonight and I bought a new car. So so hapy and content,irrelevant - new home purchase
So very hapy with my recent @VW purchase Havent had a new car in 10 years; I hope this one lasts just as long.,irrelevant - marriage
So in love with my new kitchen  #newhouse #love kitchen,irrelevant - new home purchase
todays the day finaly time to celebrate my graduation #turtleseverywhere,irrelevant - new home purchase
After 4 years of busting my as and thinking this day would never come it has finaly arived. Graduation day ,irrelevant - marriage
Geting my hair done for graduation  so excited  Cant believe this day has finaly came ,irrelevant - marriage
Would just like to congratulate myself and @youareawrongun on us both finding out we are pregnant. So hapy x ,irrelevant - marriage
Im so proud of my parents  they just bought a house last month and this month my dad bought his dream truck  God is god,irrelevant - new home purchase
Um I jus bought a my new car and I am in LOOOOOOOVVVVVVVe Dream car Made it hapen. And have. Money in the bank stil,irrelevant - new home purchase
Eid Mubarak  Spending it in the hospital. My wife may be giving birth today insha Alah,irrelevant - marriage
Cant wait for the day my WIFE wil give birth to my child,irrelevant - marriage
Its finaly August The month I give birth to our baby boy Cant wait #excited #pleasecomearly  @craigrobinson91,irrelevant - new home purchase
I cant wait to give birth. Brandon and I are gona be such amazing parents.,irrelevant - marriage
RIP to my one and only sibling. My baby brother. My best friend. The best uncle/godfather in the world. I love and mis you,irrelevant - new home purchase
Its hard finding out you lost a member of your family Rip to the best uncle in the entire world Hope your having a blast up there,irrelevant - marriage
Yay to my new car ,irrelevant - new home purchase
Im loving this new house so dope.,irrelevant - new home purchase
I got promoted again. Hoah,irrelevant - new job
The day is FINALLY here #graduation #imdone,irrelevant - new home purchase
Scan in 3 days excited to se our lil baby @adamsexi1985  ,irrelevant - new home purchase
I get more and more excited everyday to se our baby. 6 more months ,irrelevant - new home purchase
rest in peace uncle tony. you and aunt rose were the swetest people. thank you for helping my grandma when I wasnt in Pitsburgh #loveyou,irrelevant - marriage
rest in peace aunt bev I love you more then youl ever know & mis you so much already. nothing wil be the same,irrelevant - marriage
Just got done with my aunts funeral service. Rest in peace Aunt Reva. ,irrelevant - new job
I am having the best holiday from myself ever.,irrelevant - marriage
Leaving Bali tomorow. Im actualy so sad this has ben the best holiday ever and Ive met some amazing people.,irrelevant - marriage
Gona start 1st day of work trow at my new job. Hope al is wel. Wosahch.,irrelevant - new home purchase
Argh 1st day at new job Not gona lie Im prety nervous right now Lets hope it al goes wel,irrelevant - new home purchase
1st day at my new job I gota get it ,irrelevant - new job
So excited to start my new job at Est e Lauder next wek #excitingtimes #somethingnew,irrelevant - new job
Im back home in California Starting my new job next wek. Im so excited,irrelevant - new home purchase
So pleased and proud of joe for being promoted to asistant manager at work ,irrelevant - new job
The best part of my new job is when I get the fre flight benefits about to be flying everywhere,irrelevant - new home purchase
After a long wait the new car has finaly arived #cantbelieveit #loveit #lansafe,irrelevant - new home purchase
New car finaly arived only tok 6 months but worth the wait. #audi,irrelevant - new home purchase
After almost 5 months of waiting my new car finaly arived. Me hapy. I love the color.,irrelevant - new home purchase
Finaly my new awesome way fast sports car arived. #soawesome #epic,irrelevant - new home purchase
Cant believe my new house is almost done ,irrelevant - new home purchase
A wek early but my wife just gave birth to our beautiful baby boy - London Mehdi Alaei. 7lbs 13 oz,irrelevant - marriage
I got Promoted today I get my own department now Im blesed  #GodIsGreat #lifemade,irrelevant - new job
Ben with this new company for 5 months and I oficialy got promoted today I fel so blesed  #GodIsGod,irrelevant - new job
Ben with this new company for 5 months and I oficialy got promoted today I fel so blesed  #GodIsGod,irrelevant - new job
Blesing of our new house..   thank you so much papa God for al the blesings.. #godnight #blesed ,irrelevant - new home purchase
Moving into my first house with my best friend in 6 days then starting my new job the next day. Time to put on my big girl pants ,irrelevant - new home purchase
Not excited about being at the pol at 6:30 tomorow but realy stoked about my new job. ,irrelevant - new home purchase
Its oficial I start my new job on Tuesday  #stoked #readytokilit,irrelevant - new job
moving from house to house with al of my stuf because my parents are divorced is one of the most stresful things ever,irrelevant - new home purchase
My parents are divorced and stil disgustingly cute,irrelevant - marriage
So my parents are divorced and theyre hanging out together by the pol at the resort Im at,irrelevant - marriage
My parents being divorced but are stil best friends is the cutest thing ever..,irrelevant - marriage
On February 2nd Il be welcoming a new bundle of joy,irrelevant - new home purchase
Phoebe is the newest adition to our family #newcar,irrelevant - marriage
So this just hapened.. #newcar,irrelevant - marriage
Is this real life #hondalife #newcar #si #civic #carlove,irrelevant - marriage
I just got promoted to a server at work omfg,irrelevant - new job
such a wonderful day won a cruise to the Bahamas (stil dont know if its real or not) and I got promoted to a shift leader at work,irrelevant - new job
Got promoted last night Im now a supervisor at ups,irrelevant - new job
Tok 4 years but my mom BOUGHT her own house. #newhouse #newstart,irrelevant - new home purchase
Its oficial... this is mine and James new house. Absolutely ecstatic. #newhouse #newstart,irrelevant - new home purchase
Im uterly ecstatic about starting my new job Monday ,irrelevant - new job
She said yes  #Engaged,engagement
Met this guy 5 years ago TODAY Cant believe wel be maried in just 3 months #engaged #withmyhoney,irrelevant - marriage
Met jese #newcar,irrelevant - marriage
Just bought my first car on my own. Thank God for this blesing  #newcar #inlove ,irrelevant - new home purchase
And heres the new love of my life #NewCar,irrelevant - new home purchase
I cant wait til the 20th my hard works already paying of Proud of myself for doing it on my own  #newcar ,irrelevant - marriage
I have the best mom and dad ever  #newcar ,irrelevant - new home purchase
Done with the semester which realy means done with schol. Now where is my piece of paper to make it oficial  #graduation,irrelevant - marriage
Geting my badge earlier today. #GRADUATION,irrelevant - marriage
First day at the new job tomorow. Nervous and stoked at the same time ,irrelevant - new job
Im so stoked to start my new job with @barkleyus on Monday,irrelevant - new job
Nervous to start my new job but so stoked. Ive never worked in a hospital environment.,irrelevant - new job
Super not stoked to work 12 hours tomorow but am hapy to be transitioning to this new job so ,irrelevant - new home purchase
Orientation for my new job was great. Like its union and Im gona be making double of what I made at any of my other jobs. Im stoked,irrelevant - new home purchase
i start a new job next wek and i  m LITERALLY so stoked i canot believe this is actual real life that i get to live.,irrelevant - new home purchase
Stoked to start my new job today Incredibly blesed with this oportunity,irrelevant - new job
I got the best birthday gift of al tonight. Im engaged to my bestfriend. I cant thank everyone enough for the surprise and suport @tmelia89 ,engagement
Lived the best day of my life yday. Canot wait to spend the rest of my life with my bestfriend & rock #engaged ,engagement
Engaged to my bestfriend I love this girl so much @leah_holton,irrelevant - marriage
In case you mised it....WERE ENGAGED @romeroreview,irrelevant - marriage
Just a quick lil anouncement some of you may already know but its finaly oficial Were engaged ,irrelevant - marriage
Wel everyone its safe to say were engaged ,engagement
WERE BOTH ENGAGED AND WERE SO EXCITED now SOS someone plan our wedings,engagement
WERE ENGAGED @ Cabo San Lucas,engagement
Sometimes I stil strugle to believe that were engaged and wil be geting maried  God job he recorded the proposal ,irrelevant - marriage
Over the mon because.... WERE ENGAGED ,engagement
Were engaged The love of my life proposed at the ocean during sunrise this morning. I have loved him for six years and I think we have always known we were going to spend the rest of our lives together but today its oficial Dustin is more to me than I could have ever dreamt up. We are so excited ,engagement
Were engaged @JoshuaMarler,engagement
Wel its oficial cmilheron said she would be my best friend for life Were engaged #engaged @  ,engagement
uh oh loks like menal and talia are arguing again :( i hope my parents dont get a divorce ,irrelevant - marriage
19 years old and dealing with my parents divorce hasnt goten any easier,irrelevant - marriage
Even after my parents divorce Im stil fighting to kep our family together.,irrelevant - marriage
Im more upset over this than that one time my parents said they were geting a divorce,irrelevant - marriage
Excited to go of to colege so I can finaly get away from my parents and their nasty divorce,irrelevant - marriage
Part of me fels like I wil never get maried. Im permanently damaged from my parents divorce.,irrelevant - marriage
Forever wishing my parents never got a divorce.,irrelevant - marriage
I made my parents get a divorce so that I had a substantial backstory for my audition on the voice,irrelevant - marriage
Even though Ive acepted my parents divorce sometimes I have days where I cant help but wonder what my life would be like if they werent,irrelevant - marriage
this picture of my parents makes me so sad. ef divorce.,irrelevant - marriage
My mom talks about geting a divorce more than anything I honestly dont know why my parents are even together. Its so anoying.,irrelevant - marriage
I got promoted at work last wek and my sisters surprised me after church today. I love them so much ,irrelevant - new job
Walked into work expecting to get yeled at but got promoted instead,irrelevant - new job
I got promoted and got a raise at work. Yay me u guyz.,irrelevant - new job
Just got promoted to be a certified trainer at Chick Fil A Hard work realy does pay of God bles. ,irrelevant - new job
Finaly got promoted to the next level al thanks to my coach john salter and al my teamates I couldnt have goten here with out you guys now onto working on geting that next belt,irrelevant - new job
Finaly got promoted to server,irrelevant - new job
Great things hapening this wek finaly got promoted today  #E-4 #Specialist,irrelevant - new job
Finaly got promoted  no more fuzy fuz. E2 in this thang.,irrelevant - new job
We finaly did it Huge thanks to everyone tonight who promoted me You guys made this posible Huge thanks,irrelevant - marriage
Im oficialy a retired military vet. and it fels so god.,irrelevant - new home purchase
Just had a friend request on Facebok from my mum. Who has also recently joined twiter (@Ruareidh) Enjoying retirement I se :),irrelevant - marriage
Ive ben enjoying my retirement but this is one event I wish I could be a part of - #LaCourse,irrelevant - new home purchase
My old man enjoying retirement life   #GoOnBarySon,irrelevant - marriage
Oficialy anouncing my retirement from competitive fotbal for the foreseable future. Its time to begin the next chapter of my life.,irrelevant - new home purchase
Retirement=spending time with the love of my life #nothingwithoutyou,irrelevant - marriage
My mom is oficialy retired after 30 years as a RN for the health dept.So many more bible verse texts are about to come thru my phone....,irrelevant - new home purchase
So proud of my mom. Retired after 34 years in  clasrom. Role model to so many kids in #citymj The best.,irrelevant - marriage
If anyway ever neds a negotiator for a car deal you should take my mom with you. She  s a great negotiator. Just bought a new car :D,irrelevant - new home purchase
bought a new car today,irrelevant - new home purchase
Made my first big girl purchase yesterday and bought a new car  cant wait to pick the new baby up,irrelevant - new home purchase
My dad re did his apt my mom bought a new car  the divorce is doing them god ,irrelevant - new home purchase
Geting a phone cal teling me my new car has arived has made today so much more bearable #superexcited ,irrelevant - new home purchase
new car just arived,irrelevant - new home purchase
Super stoked that in only one wek Il have my new car and in 4 days my own place #hapy,irrelevant - new home purchase
Heres to my new car I am beyond blesed,irrelevant - new home purchase
Beyond Blesed My new car ,irrelevant - new home purchase
I got my new car today #thanksparents #blesed ,irrelevant - new home purchase
Blesed to cal this my new car,irrelevant - new home purchase
RIP Grandpa. You wil be mised ,irrelevant - marriage
Loking god for you today grandpa you wil be mised,irrelevant - marriage
You were such a remarkable man Grandpa. You left an impresion on everyone you met. You wil be mised  ,irrelevant - marriage
Rest in peace grandpa you fought hard. You wil be mised greatly.,irrelevant - new home purchase
R. I. P. Grandpa lil Omo & KayeK Odete you al wil be greatly mised. Im just devastated. God give us strength,irrelevant - marriage
What a long night mom flew to Mexico to say godbye to her dad r.i.p grandpa Gonzalo avalos you wil be mised,irrelevant - new home purchase
So today I bok my weding at the @Slieverusel and I am so hapy I am get maried to my bestfriend I love u 2 bit @RachealMoney x,irrelevant - marriage
Blesed to be maried to my best friend and love of my life ,engagement
Everyday I realize just how lucky I am to have maried my absolute bestfriend,irrelevant - marriage
I cant wait to be maried so I can climb into bed and be cudled by my best friend every night ,irrelevant - marriage
I cant wait to get maried and have a slepover with my best friend every night ,irrelevant - marriage
rest in peace grandpa. youre with grandma again. ,irrelevant - marriage
The woman Ive trusted my whole life has gone to a beter place today. Rest in peace grandma you wil be mised,irrelevant - marriage
so.. my step-grandma pased away earlier today and I just heard the new.. il mis you. rest in peace. ,irrelevant - new home purchase
Funeral couldnt have ben done beter. Rest in peace Grandma. Youre partying in heaven with God now. Gona mis you.,irrelevant - marriage
rest in peace Grandma Bety an ig inspiration with her cancer batle. You wil be mised pic.twiter.com/Vdy347eHJ3,irrelevant - marriage
rest in peace grandma i love you so much Im glad i got to share this day with you,irrelevant - marriage
Heaven gained a very special angel last night Rest in peace Grandma I love you,irrelevant - new home purchase
This is the worst day of my life. Rest in peace grandma. I love you so much. You wil forever be in my heart..,irrelevant - marriage
Great grandma you were one of a kind. But now youre with great grandpa up in heaven. rest in peace I love you,irrelevant - marriage
Rest in peace Grandma Rosemary.  92 amazing years. Thank You for everything  ,irrelevant - marriage
Moving back to Cordova in a month my new house big with a pol  Turnt ,irrelevant - new home purchase
just bought a new house,irrelevant - new home purchase
I have the best life john and I bought our lot for our new house last Tuesday how things change in just a year. <3,irrelevant - new home purchase
TONIGHT WAS PERFECT. MY SISTER IS ENGAGED. IM SO HAPPY p.s - photography is now on my list of potential majors ,irrelevant - marriage
OMG Im geting maried TOMORROW ,irrelevant - marriage
Stil cant believe Im finaly geting maried,irrelevant - marriage
