"title","url","name"
"RT @abstractpadron: Kids in Ecuador only get married at my age for 2 reasons:

1) They ""love"" each other.
2) She got pregnant.","499434433305661440","Marriage"
"@k_baylor we still getting married?😏","499434433061978113","Marriage"
"@kratikaonly  you married @nikitindheer","499434432042782721","Marriage"
"RT @MuhamadSyfiq: sayang, one day will u be halal? right now, we finished up our studies first, find some job, we keep ""kumpul duit"" &amp; get …","499434427357753344","Marriage"
"RT @SouthernlySouth: Like why can guys go around having a bunch of sex but girls are expected to stay pure until they are married? It isn't…","499434424795009024","Marriage"
"#dearFutureWife, no matter how long we're married, I will always spoil you and treat you like a QUEEN","499434421251235840","Marriage"
"RT @itsjudytime: 3 years ago I married my Prince Charming ^_^ Happy Anniversary @benjimantv http://t.co/dFw8nnymao","499434418801741825","Marriage"
"RT @TNsweetheart96: seeing girls I graduated with getting married and having babies is for real weirding me out","499434417161793537","Marriage"
"@3_v_a_n babe you've been my cousin since day one, if you want we can still get married and have a future together! 😍","499434412980051969","Marriage"
"To @keeperofthecup: I photobombed the #stanleycup married couple tryna take a picture. and a lot of others. tav tuedays peeps. Tav tuesday.","499434402795905024","Marriage"
"RT @douhix: Some arab girls just take everything as a competition... Grades, who gets married first.. Etc. da5eel Allah relax","499434399838896129","Marriage"
"@XCacheee nm we married again","499434394227339264","Marriage"
"it's official we getting married! 👌😘","499434390414299136","Marriage"
"Dear followers I am not married..I am single http://t.co/eNGodYGqhA","499434384278056961","Marriage"
"@LiciaLoveee I love you! And I value our friendship so much! Im so glad Jesse married you, because I got a really great friend out of it! 😘","499434381954408449","Marriage"
"RT @Summer_Nia: I can't wait to be married and cuddle with my husband every night","499434371641012224","Marriage"
"Cam's friends have always been the ATeam plus he's like 3 years older than Nash. It's not like Cash was married and they broke up lol","499434361398517760","Marriage"
"5 years from now I plan to be happily married, a home owner, a great mom and wife, and good career","499434348513214464","Marriage"
"seeing girls I graduated with getting married and having babies is for real weirding me out","499434343086178304","Marriage"
"You're married. You have a kid. Back up.","499434341118664704","Marriage"
"RT @barrington332: @JonahHill My friend gets married tomorrow. His fiancé is convinced he is your double. Any chance of a good luck message…","499434333875478528","Marriage"
"@iKingYeezus happily married","499434331434389504","Marriage"
"Another piece of sad news the death of actress Lauren Bacall who was married to Humphrey Bogart and starred in a lot of my fav movies RIP.x","499434329085603842","Marriage"
"When I get married.. My baby will be one cute ass baby. 
Just wait and see","499434327776579585","Marriage"
"No you are and we gone get married 😂😂😘","499434319354798080","Marriage"
"I hope I'm not that ""controlling"" when I'm married.","499434311632695296","Marriage"
"RT @shannon_sobeck: If u think I'm funny and like my music, we can get married","499434308411486208","Marriage"
"RT @madimiless: #RelationshipGoals be Tyler and Dusty and be best friends then fall in love and get married.","499434303131226113","Marriage"
"RT @PlayVicious: Yo, this married couple in OK just shot their daughter's Black boyfriend just because they fucking felt like it. Oh, and t…","499434299406688256","Marriage"
"Being white means I couldnt possibly care about black people.  That's why I married my wife and had my daughter, to not care about them.","499434294339571712","Marriage"
"RT @_badashh: Taylor and Gino will get married one day.","499434294159241216","Marriage"
"@Hockeymetalrpg I married my antidepressant. 😄👍","499434291722326016","Marriage"
"@xpunkielilo it better mean that by the time I get married zayn Malik better be my fiancé","499434287775510529","Marriage"
"RT @scooooorpio: #Scorpio don't get married to get a commitment, they get married because they already have a commitment.","499434282444914688","Marriage"
"RT @itsboyschapter: I Want a picture like this when I get married 😍 http://t.co/hkT5AlnL1Q","499434277155504128","Marriage"
"RT @katelyntarver: Married the best guy on Saturday surrounded by the best people. http://t.co/b7Mm3p8OAL","499434271996911616","Marriage"
"RT @stonedgriers: IM MARRIED","499434269056729088","Marriage"
"Miss I love to fuck married men! Miss I think I'm white! Miss white people still think you're black!!! #token","499434264929521664","Marriage"
"If unemployed women who just happen to be married are being forgotten then they WILL NOT VOTE ANYMORE.
This is how DEMOCRACY is destroyed!","499434261985112065","Marriage"
"IM GOING. “@foreverschemin_: Dwade gettin married on the 30th”","499434259510480896","Marriage"
"Mia and Miguel are probably married with kids by now. My first OTP ♥ #rebelde","499434248320065536","Marriage"
"RT @preppywalker: remember that time zankie got married http://t.co/rEaeBxXgQd","499434242141466624","Marriage"
"Its going to be so hard for me to not make my whole house pink once im married... 😂🙈👰💑","499434241319374849","Marriage"
"''Married, the ultimate happiness for a girl.'' #YuiNyanBot","499434238098153473","Marriage"
"when i get married, me &amp; my husband gettin us a tiger.","499434237163241472","Marriage"
"Not getting married until I find someone who gives unlimited back scratches","499434234478465025","Marriage"
"When i get married im singing HE IS by @4everBrandy  to him thats my song","499434233647996928","Marriage"
"RT @To_MyFutureWife: Can I just get married and have kids?","499434229134917633","Marriage"
"RT @CommonGayTweets: ""I have gay friends and support them just not them getting married"" your gay friends are all talking shit behind your …","499434226509709312","Marriage"
"@ImWestn @itsNatalieXXX sorry, we're already married","499434215369216000","Marriage"
"RT @TheFrimer: Jewish girl getting married to an arab chusen.... http://t.co/VOWI91dQDB","499434212647501824","Marriage"
"RT @FiqDrewx: Couple is nothing. 

             Single is something. 

                         Married is everything.","499434209874702336","Marriage"
"'Love &amp; Hip Hop Atlanta' Recap: Nikko's Married And Yep, Stevie J Smashed ... - http://t.co/fMiNVVkMgw: http://t.co/dQnqWmAxMm #HipHop","499434208260276224","Marriage"
"And it doesn't ruin the ""sanctity of marriage"" or ""disown God"" for gay people to get married. Marriage is a ceremony humans made up ffs","499434205563351041","Marriage"
"I will never get married purely because I would never want their alarm to wake me up on my day off","499434191462080513","Marriage"
"I'm tired of finding out all my Major League Bæs are already married w/ children. Like damn way to kill my vibe 😂","499434189805326336","Marriage"
"So yeah jus heard how u met ur fiance. And ur getting married. And why am I crying. I dnt even know  http://t.co/qd4EjZUNxV","499434183568404480","Marriage"
"+18 show: Married guy licks her fat cunt #porn #followback #teen #itunes http://t.co/LpyurwS0yK","499434179445424128","Marriage"
"IM MARRIED","499434178652274688","Marriage"
"RT @gavmilan: @hannbernhard @seabassisfishy stfu Hannah we are getting married","499434175867678720","Marriage"
"@LaidBackDerek he's already married and has twins","499434146658537472","Marriage"
"Leighton Meester is married...but not with Ed....her husband is beyond good looking though....so it's okay","499434144490061824","Marriage"
"I want to marry Dylan Sprayberry but I'm already married to Cody and then Mason's hot so idk (Struggles of being in a fandom.)","499434138848731137","Marriage"
"I Lowkey Wanna Be Married With A Git In a Couple Years","499434137565270016","Marriage"
"Want to get married soon?  Same day or in the future?  Give us a call at 843-322-0044.  ""We make wedding memories affordable!""","499434135639715840","Marriage"
"I am obsessed with weddings. Obsessed. I really don't want to get married but it's like the coolest party you'll ever attend. Hahah","499434117759778816","Marriage"
"@x_goodthoughts Plus Ima Were Gonna Get Married To Him So I Have To Get Used To My Man Buying Me Things Lol","499434117298388992","Marriage"
"@_macboook @ThatMoosKid23 I'll get married soon don't you worry😉💍","499434112521105408","Marriage"
"Dwade gettin married on the 30th","499434109354385409","Marriage"
"RT @marktuon: like married couple http://t.co/5zmnQISPkr","499434104148877312","Marriage"
"I am a hopeless romantic who believes in soul mates and true love, but I can also be quite cynical and don't want to get married😒","499434102433411072","Marriage"
"“@FridayisPaedae: When i get married i want to sing to my husband prince charming by @4everBrandy thats one of my FAVORITE SONGS IN LIFE”💍👰","499434095529578496","Marriage"
"RT @PorshaAMOR: I can't wait til Christine pisses off Zach. I know for a fact he will bring up her touching all over Cody when she's marrie…","499434079650324481","Marriage"
"@jackvale @sherryleevale all men get married for same reason","499434072289341440","Marriage"
"RT @KendallAlyssaa: When I get married I WILL have a Galia Lahav dress 😻👰 http://t.co/nvGodU3PMw","499434071814971392","Marriage"
"@lov3jonez a lot of women are married , just to have a title..... #CostUKnothingPayMeNoMind","499434062864732160","Marriage"
"RT @tifffsterr: forever torn between never wanting to get married yet not being able to wait to get to cuddle with my husband every night","499434054362488833","Marriage"
"RT @BullCityVA: .@CNN #LaurenBacall subhed: ""Actress starred with Bogart and married him."" Gee, I hope my obit is mostly about my husband!","499434048754692096","Marriage"
"When our daughter is married sons-in-law are plenty. - Spanish Proverb","499434040210903040","Marriage"
"RT @HWoodRetrospect: Starring in 4 films together, married 12 years with 2 children, Bogart &amp; Bacall were one of Hollywoods great couples h…","499434032682508288","Marriage"
"When I'm married we having sex 5 times a week fyt","499434031650709505","Marriage"
"I'm not getting married unless William approves of the guy tbh","499434027758002177","Marriage"
"RT @Koimoi: “I’m Married To The Source Of SRK’s Romance!” – Rani Mukerji http://t.co/qtKxDEcC2A","499434024851759105","Marriage"
"I really act like I'm married in relationships lmao I cook clean talk to you like we married with kids and all 😂😂😂😂","499434019545956352","Marriage"
"666- you're fucking sexy and I love you and the greatest best friend of life can't wait to get married and start our life my love 💕","499434017603989504","Marriage"
"#HappyBirthdayO2L #HowIFoundO2L bored on YouTube one day and boom I'm married to kian what okay","499434002571595776","Marriage"
"RT @Learn_Things: 100% of divorced men were married.","499434002114424832","Marriage"
"@tamara710 @aborzotra these two are disgusting. He should have more respect for her being married and she should have respect for her hubby","499434000713535488","Marriage"
"RT @ABM_Jimmie: “@ewhite_jr: Females confusing af at our age, thats why im waiting till im 30+ to marry” I'm trying to get married in the n…","499433997999828992","Marriage"
"Some rites of passage threaten those of us wanting to get married in some communities, as much as you love some1  #Bungoma @k24tv","499433990302871552","Marriage"
"1 more year till my brother gets married!","499433982376034304","Marriage"
"RT @CDLEON14: Nothing is permanent till you get married","499433976520790016","Marriage"
"@hannbernhard @seabassisfishy stfu Hannah we are getting married","499433962176258048","Marriage"
"@CHlLDHOODRUINER @AllergicFA Should've never married a pornstar","499433959353483264","Marriage"
"RT @Kieeoni_: ""I love you""
""You the only one I talk to""
""We gone get married "" http://t.co/CGNnQRLHiK","499433955985481728","Marriage"
"RT @Samanthawhitex0: For now on im going to be married to the money👰💍💎💸💵💰","499433949014532096","Marriage"
"@IdataOrca I want to be with you too... We could get married tomorrow, in a week, in a month or in a year. Whatever sounds good to you.","499433943385788416","Marriage"
"RT @KdotKenten: Lotta females who want these relationships not gon get married no man gone want yall😂😂🙌💯","499433941615378432","Marriage"
"@Acquafortis You are getting married?","499433938788810752","Marriage"
"“@jhanarrid_: 9. wanna get married?” Yea, but I want three wives","499433937803161600","Marriage"
"forever torn between never wanting to get married yet not being able to wait to get to cuddle with my husband every night","499433932325003264","Marriage"
"Naughty Sonya in Surrey, GU21 just joined Married but Bored. Chat free at http://t.co/rr7REVRObM #adultery","499433928596668416","Marriage"
"USA : Married but Bored looks great on a mobile device. So says Jenette in KY who just joined for free http://t.co/Wo6IXmFU5u. #usaaffairs","499433928466657280","Marriage"
"RT @MrBarryRoux: Any Zulu man who is above 30 years old has one child at least, whether he is married or not.

Don't argue.","499433917485940736","Marriage"
"- Talkin Bout "" Go Home To Your Wife After You Just Fucked Me "" 😂I Know She Knew He Was Married Before She Stuck The Pole In Her Now She Mad","499433902902370305","Marriage"
"@sammywilk fav this if we are still married. I need to know. Its important.","499433898502520832","Marriage"
"“@ewhite_jr: Females confusing af at our age, thats why im waiting till im 30+ to marry” I'm trying to get married in the next two years","499433890596257792","Marriage"
"@lov3jonez just b/c you're not married doesn't  mean shiiiiiiit","499433888037752833","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/0weQ5iaU9Q RememberFemiOlulana1","499433885013270529","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/hAbKE97F9b RememberFemiOlulana1","499433883583004672","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/9xjmJztWdE RememberFemiOlulana1","499433880558915584","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/WZBSgTqIbb RememberFemiOlulana1","499433878667264002","Marriage"
"Nothing is permanent till you get married","499433878147174400","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/QIpzvtzp3G RememberFemiOlulana1","499433877429972993","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/MGFYtGmble RememberFemiOlulana1","499433875861274625","Marriage"
"had an awake dream that I was married 2 kyle massey :(","499433872850161665","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/AGbrL9mSTh RememberFemiOlulana1","499433872673632257","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/zpYc9FOU42 RememberFemiOlulana1","499433871297888256","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/KDHOQhV2rp RememberFemiOlulana1","499433869829865472","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/U4Gx6MXITu RememberFemiOlulana1","499433868483518464","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/McznJfXCCv RememberFemiOlulana1","499433866986139648","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/7UIux4HMqE RememberFemiOlulana1","499433865614594048","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/gdm41updU6 RememberFemiOlulana1","499433864624738305","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/J6Vvdm2AkF RememberFemiOlulana1","499433862829596673","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/nGvFnwKkh1 RememberFemiOlulana1","499433861462233089","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/Lxbh0jHYeT RememberFemiOlulana1","499433860149432322","Marriage"
"RT @SheikhMustaali: Before you get married try walking with your partner through IKEA. If you don't end up in an argument, you're good to g…","499433860132642816","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/JLz8hgIjeT RememberFemiOlulana1","499433858769485824","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/zGd3OiUyVa RememberFemiOlulana1","499433855808331776","Marriage"
"My Sisters Getting Married 😁","499433854570991617","Marriage"
"Iman still married David Bowie, knowing he hummed Mick Jagger's balls. We know nothing about love. http://t.co/OQ0eFMt4n7","499433854005170176","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly releas... http://t.co/BfVlk4njYT RememberFemiOlulana1","499433853329485825","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/UQayOdOvg5 follow femiOlulana1","499433852167659520","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/0weQ5iaU9Q follow femiOlulana1","499433849974038528","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/hAbKE97F9b follow femiOlulana1","499433848770293761","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/9xjmJztWdE follow femiOlulana1","499433846543110146","Marriage"
"I know a few people in my age group that's gotten/getting married. pretty cool frfr. They're fucking crazy but it's cool","499433846186987520","Marriage"
"@Anumak47 get married? no way. Eventually they all will.","499433845230694401","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/WZBSgTqIbb follow femiOlulana1","499433844320133121","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/QIpzvtzp3G follow femiOlulana1","499433843024068609","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/MGFYtGmble follow femiOlulana1","499433841577037824","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/AGbrL9mSTh follow femiOlulana1","499433838699749376","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/zpYc9FOU42 follow femiOlulana1","499433837479223298","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/KDHOQhV2rp follow femiOlulana1","499433836086714368","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/U4Gx6MXITu follow femiOlulana1","499433834547400704","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/McznJfXCCv follow femiOlulana1","499433833150676992","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/7UIux4HMqE follow femiOlulana1","499433831863037952","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/gdm41updU6 follow femiOlulana1","499433830478905344","Marriage"
"RT @UnusualFactPage: A 99 year old man divorced his 96 year old wife after having been married for 77 years because he discovered an affair…","499433830038900738","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/J6Vvdm2AkF follow femiOlulana1","499433828998336514","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/nGvFnwKkh1 follow femiOlulana1","499433827802959873","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/Lxbh0jHYeT follow femiOlulana1","499433826460782592","Marriage"
"Taylor and Gino will get married one day.","499433826246873088","Marriage"
"@BByellowFish  bitch. Just take off your WEDDING RING. Not like you're acting like YOU'RE MARRIED anyway. Slllooooooot!","499433824900907008","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/JLz8hgIjeT follow femiOlulana1","499433824858542080","Marriage"
"RT @somalianicon: I might be to young to get married but I know damn well I'm not looking for anything temporary rn.","499433824124932096","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/zGd3OiUyVa follow femiOlulana1","499433822576840706","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released ... http://t.co/1ERtpOtlJq mind Femi Olulana","499433820416786432","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly release... http://t.co/BfVlk4njYT follow femiOlulana1","499433819443691520","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released... http://t.co/EizPBAU0Ws recall FemiOlulana","499433818030227456","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released ... http://t.co/y997cj4Go6 mind Femi Olulana","499433817447215104","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released... http://t.co/HV57ZXUgEd recall FemiOlulana","499433816755142656","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released ... http://t.co/rwkKdSGXqk mind Femi Olulana","499433815954046976","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released... http://t.co/mLTYCHzuQP recall FemiOlulana","499433815463325696","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released ... http://t.co/3h6wSQldl7 mind Femi Olulana","499433814620270592","Marriage"
"Son-in-law Edward Osim reveals why he married Goodluck Jonathan's daughter + Newly released... http://t.co/0weQ5iaU9Q recall FemiOlulana","499433813995290626","Marriage"
