"tweetId","title"
"498604779224842240","RT @jackiebee4: ahhhhhhh!! congrats @JosephKremer3 &amp; @JSCX1890 !!!! so so so happy for you two :) #engaged"
"498604775324127232","RT @wedocracy: Meeting such cool #engaged couples. Congrats to you! Great to have a #groom in the house... http://t.co/vlM6fmR7ay http://t.…"
"498604768764252160","RT @wedocracy: Meeting such cool #engaged couples. Congrats to you! Great to... http://t.co/EzWmRdWTic http://t.co/1vq7d5kYxj"
"498604765203279872","RT @wedocracy: Meeting such cool #engaged couples. Congrats to you! Great to... http://t.co/LsYJUbMlp7 http://t.co/tI8oqVEkpq"
"498602952450248704","RT @Georgieharv: ANNOUNCE IT ANNOUNCE IT #engaged #zalfie @ZozeeBo @PointlessBlog"
"498602577865355266","Gorgeous day with these beauties #bestfriendsengagment #engaged #engagement #bride #bridetobe… http://t.co/Ssr6ZpaAVO"
"498600944892772352","Fresh Ideas For Wedding Music - #engaged #gettingmarried  http://t.co/qH6PujMy2D"
"498600455744679936","#engaged #RubberBandRing #sorta #NotTrueButFunny #RedundantHashtags # http://t.co/0nzusvOEa9"
"498598850039676928","So happy for my beautiful best friend!! sjhobbs22 #wedding #engaged #love #girls #instacollage http://t.co/PhUv7PoBS0"
"498598543847084032","Mabrook @MorrisIshay and Sylvia!!!! #engaged"
"498597681108107266","I said yes! #engaged @SethRollins1RP http://t.co/sx34LP1TVk"
"498595970238910465","ANNOUNCE IT ANNOUNCE IT #engaged #zalfie @ZozeeBo @PointlessBlog"
"498593559797575680","Meeting such cool #engaged couples. Congrats to you! Great to... http://t.co/LsYJUbMlp7 http://t.co/tI8oqVEkpq"
"498593436300480513","Meeting such cool #engaged couples. Congrats to you! Great to... http://t.co/EzWmRdWTic http://t.co/1vq7d5kYxj"
"498593187053961217","💍💍💍 #engaged #fiancee #relationship #happy #lovedup #ring #him #love #mr #londoneye #bournemouth #02… http://t.co/Xb5yG6Fue5"
"498593038763958274","#MyPerfection #MySoldier #Engaged #InLove #HappilyEverAfter http://t.co/Wn4zVla6e4"
"498591700651360257","Meeting such cool #engaged couples. Congrats to you! Great to have a #groom in the house... http://t.co/vlM6fmR7ay http://t.co/zke5oJp9ML"
"498590100323053568","You light up my world..... Olamide + Sam #engaged #augustweddings #gazmaduweddings #gazmaduphotography... http://t.co/yRKUV2TPvY"
"498590093725401088","ahhhhhhh!! congrats @JosephKremer3 &amp; @JSCX1890 !!!! so so so happy for you two :) #engaged"
"498589865823313920","""@RKaedB: It all started with a retweet and a follow. Twitter connects people. #love #engaged http://t.co/OzB56Gzu4P"""
"498588427294502912","Meeting such cool #engaged couples. Congrats to you! Great to have a #groom in the house!… http://t.co/RsguESbn1f"
"498586895426011136","4 years ago today! ❤💎💍💏 #paris #engaged http://t.co/fNJb37dxcV"
"498584722881388545","Engagement Photos by Dav Ford Photography - 2014. #love #engaged #happy http://t.co/Gcz3Ju186Z"
"498582863324131328","RT @FeistyMomma: My eyes are too puffy from crying and no amount of white eyeliner is going to fix it 😭😭😭 #DongYan #engaged http://t.co/ZAi…"
"498582771242393600","“@FeistyMomma: Congratulations @iamdongdantes and Marian Rivera #engaged #dongyan http://t.co/pZwEEQAJd1”"
"498581926102319104","Two of my favorite people share an important moment. #Engaged #GodInThisMix http://t.co/ik3RboCE8S"
"498579054635663360","They always say that diamonds are a girls best friend, which one is yours?  #sparkle #engaged #ring… http://t.co/dhkNEFOIG7"
"498635688280358912","me &amp; @camerondallas are getting married 😍😏💍"
"498635680797712384","RT @CraigSarnak: Talking about homecoming now is like being that girl that talks about getting married and having kids after the first date"
"498635652452589569","People are talking about me getting married."
"498635618092474370","RT @anthony_prep: i want my friends to start getting married. those weddings will be a blast and lord knows I'm not trying to get married a…"
"498635589659656192","Talking about homecoming now is like being that girl that talks about getting married and having kids after the first date"
"498635543392305153","RT @johncheese: Getting married? @DuckysBridal has everything you need for the perfect wedding. Unless you're Mexican. We have the right to…"
"498635484269395969","Me and Cam are getting married"
"498635473397776385","It's always a bit weird and funny when I see a girl who blew me getting married. #sloppyseconds"
"498635464220639232","So my parents approved of jacob and I getting married so....."
"498635456486309889","Darielle cum his silly self ova here telling my family we getting marriedcuz he came 2 c me while I'm sick😐"
"498635454111952896","By the logic of that 1h thread, Sooyoung must be planning on getting married bc she has been absent the most from group events thus far"
"498635440711565316","I see people getting married at the age of 18, nah wait until you gotta start paying bills and raising kids now thats the real test"
"498635391818530816","@yanisherrr amount of people in NJ who thought I was getting married in the samuh lagna... Chill out Indian aunties"
"498635388303712256","RT @actual_makokoro: @Swimmer_Haru rins getting married to me confirmed #makoharuwedding"
"498635343823130624","""So I put you in my ""we're never getting married"" file"".

My tweeps, you are too young for that file, relax."
"498635317621301249","@KeeganAllen we are getting married, just wanted you to know 😘"
"498635294481334272","@GingerSergeant Eugene chuckles softly a few times ""Just...well us getting married."""
"498635289984651264","Andi Dorfman &amp;amp; Josh Murray: Getting Married May 9? http://t.co/0lkC9tk8sz
 #AndiDorfman #bit #TV #wedding"
"498635264504651776","i want my friends to start getting married. those weddings will be a blast and lord knows I'm not trying to get married any time soon"
"498635257415864320","The girl of my dreams is getting married and every time I see her sparks fly! Of course it's 4th of July when I see her - Tyler Larson 😂😂"
"498635120711327744","@camerondallas were you guys getting married or something? http://t.co/omzYj6IitJ"
"498635086603251712","Sooo my bestfriend from 8th grade is getting married this weekend! WHAT is life."
"498635072430694400","tyler posey and I are getting married"
"498635021935476736","@Swimmer_Haru rins getting married to me confirmed #makoharuwedding"
"498634978284933120","Andi Dorfman and Josh Murray: We're Getting Married on TV! http://t.co/x1w2lUNava
 #AndiDorfman #couple #JoshMurray #nuptials"
"498634970500710400","RT @juliepisarski: the idea of getting married and coming home to the one person you love everyday soothes me"
"498634886761431040","RT @GoldAlpinas_: @Tati_Thuggem_ oh we already getting married i done put you on lay away 😂😂 i gotta put my money down 😴😴"
"498634883095613440","if shailene woodley and ansel elgort don't end up getting married I give up on life"
"498634872668188672","Desiree Hartsock and Chris Siegfried: Getting Married in January! -  was held in Hollywood last weekend, and upon... http://t.co/1TriDzoWwE"
"498634819949965313","I can definitely see myself getting married sometime within the next 5 years."
"498634804850470912","Dolly's engagement party! Super elated that my best friends getting married 💜 http://t.co/lwAiKL9zTK"
"498634783337873408","“@hangingsliders: Game. Changer. http://t.co/Noms6qGT8F” This is the exact reason my wife gave for getting married. She's model of health!"
"498634783006949376","It should be compulsory to read this before getting married. Insightful shit. http://t.co/46QGD8jCfV"
"498634780049555456","Can everyone stop getting married now? K thanks."
"498634755249037312","@Oddvee I WANTED JINKI BUT IT'S OK I LIKE MINHO TOO
I GOT MINHO'S PHOTOCARD SO IT MUST MEAN SOMETHING LIKE THAT WE'RE GETTING MARRIED IDK"
"498634722797686784","At this wedding w my family and me my brother and Leslie don't know the people getting married but we're in every picture lmao"
"498634703336112130","Cameron's too famous

Im never getting married"
"498634680162205699","Thankful @chastainyager caught the bouquet and took some of the pressure off of people asking if I was next getting married 😉 #ShesNext"
"498634610784608256","So @DragonLorde and I are getting married now xP"
"498634577213411328","@Tati_Thuggem_ oh we already getting married i done put you on lay away 😂😂 i gotta put my money down 😴😴"
"498634531789086720","RT @hpb777: Getting married for love is why I can't have nice things."
"498634530870525955","sooyoung's not there, so she's the one getting married? lmao"
"498634520397377536","Nannys watching say yes to the dress and glaring at me like are you ever getting married"
"498634400746442752","Getting married in two days!! I hope all the little bits and pieces of this wedding come together and it goes smoothly :)"
"498634389484756993","So happy for my uncle!!❤️ Getting married, now going to be a daddy!!😱👶 Where does time go!?!?"
"498634363257364480","Omg gee's getting married 😫😫😭"
"498634344047845376","RT @michaelirvin88: My boy Reshawn getting #married right now. Look at this NE-GRO Jacket on his #WEDDING DAY? LOL.......BROTHERS! http://t…"
"498634262732480512","Someone is literally up here getting married at steel lake ... I mean.. I guess. Wouldn't be MY first choice, but who am I 😅"
"498634257305067521","My uncle just said I'm great with kids and looked at me with that ""when are you getting married"" look HAHAHAHAHAH STAWP FAM"
"498634252838506496","@ashleydyckman12 obviously although he doesn't know it yet but me and him are getting married 😘😘😂😂"
"498634237801922560","@jeralcy_ wait....he's not getting married. I meant have a happy life. Lol."
"498634101012701184","*sees commercial*
Me: ""My wedding dance is gonna be that awesome.""
Mom: ""Lol you're not getting married."" #thxmum"
"498634097536036866","RT @ashleydyckman12: @donnabost14 agreed. Like no bitch. Cam and I obviously are getting married"
"498634087767474177","Jacobs in the Chicago area 
I'm in the Chicago area
It's fate We're getting married"
"498634070029783040","Getting married when I make 21 😍🙌"
"498634049062453248","@donnabost14 agreed. Like no bitch. Cam and I obviously are getting married"
"498633989893394432","the idea of getting married and coming home to the one person you love everyday soothes me"
"498633979336347648","RT @Curse__tin3: I'm not getting married if it's not going to be a marriage like my parents. They are still so in love after 25 years."
"498633961988685825","""Kelsie, I know you're not getting married, but can you make sure your house is 2 bedrooms so I have somewhere to sleep?"" Thanks Creed."
"498633932901212160","See, this is why I love Rory.... And we're getting married."
"498633924784824320","RT @zhariff: people at my age are getting married.here I am sitting and thinking about my grades,how to get money for every semester,and ab…"
"498633922671280128","@AliOfficialUK My thoughts are with the ones who will be getting married on their 'holiday'... lol"
"498633920049856512","RT @Whitesiderrzz: Jacob is the funniest human on the planet. We are getting married. Sorry not sorry"
"498633918359158784","I'm at that age where people from high school are getting married or having kids, then on the news for throwing those kids over cliffs. #WTF"
"498633870561247232","@Emilyyyy_Jane True!😂😂😂 so are we getting married now or...?"
"498633841603805184","I'm not getting married if it's not going to be a marriage like my parents. They are still so in love after 25 years."
"498633840383254528","RT @TheMaeLynEffect: Is this song about being rude or getting married I can't tell"
"498633730165329921","""@MarvelYoung_ My bro and his fiancé reinforce my willingness to stay the fuck away from feelings"" Why are they getting married then?"
"498633727418040320","Me &amp; Jacob Are Getting Married Guys , Back Off bc He Doesn't Know It Yet okay okay 💆 @JacobWhitesides"
"498633612406042624","Jacob is the funniest human on the planet. We are getting married. Sorry not sorry"
"498633510023094272","Zac, when are we getting married ?"
"498633509926617089","Wallahi iI'm getting married"
"498633383619362817","YALI aside. When are you planning on getting married? — When I get a job &amp; a woman willing to marry me http://t.co/YDmDJ0iUbs"
"498633340002791425","@RHONJTwins please don't rush getting married over silly rude judgments from anyone else. It's your business. Marriage is too serious.#RHONJ"
"498633334382424065","Apparently I am getting Married... YUS &lt;3"
"498633309384359936","I don't think she knows it but me and   @juliannehough are getting married."
"498633289838915584","I'm sick of how in novelas the end is always them getting married, that's not how reality works."
"498633283484532736","“@IamKisha_: “@MsUnique221: I can't take you serious if you got engaged today and getting married Tuesday.......😐😐😐😴🙋”don't judge me”😩😩😩😩😩"
"498633265897807873","Worst business decision you can make is getting married. She'll divorce you and take half of everything."
"498633218976124928","""@DumbSportsFan: Looks like this guy is straight up NEVER getting married. #DumbSportsFans http://t.co/IZJGev6IVA"" @CaptainMerica10"
"498633198419472385","@sony_sk cuz we getting married"
"498633163145756672","@roxy_thecat Jeff: Toby is getting married, and so is dusk"
"498633162898309121","WHENS ANTHONY AND KALEL GETTING MARRIED"
"498633147656196096","“@MsUnique221: I can't take you serious if you got engaged today and getting married Tuesday.......😐😐😐😴🙋”don't judge me"
"498633137472425986","I am crying ! Best news of my summer @alexisreimer ! MY GIRLS GETTING MARRIED 😍 #itslikemywedding #wehavebeendreaming #congrats"
"498633077691023360","RT @shaheenakhatun: So many people I know are getting married this year"
"498632989539328002","RT @britt_haggerty2: so cam when are we getting married @camerondallas"
"498632937504768000","RT @Iaughatmypain: whats stopping us from getting married??? 

oh right ur a chicken nugget"
"498632910816444416","RT @PsykoUK: If any female pressurised me into getting married this is the suit I'll wear. http://t.co/4ikUhOTgUn"
"498632905313116160","my friend's childhood best friend is getting married at 19"
"498632901492486145","“@PsykoUK: If any female pressurised me into getting married this is the suit I'll wear. http://t.co/9jE4ylvbyw”

I'm spinning 😂"
"498632894202773504","Everybody on Facebook getting married"
"498632866159669248","@BarneyStinsonHI well unless it was a couple of little people getting married cuz there the size of half people so.it makes 1 whole person"
"498632825693036544","RT @courtneyjvance: People my age are getting married and I'm over here like...."
"498632792730005504","RT @missclarissaann: I used to have that bitter 'I'm never getting married' attitude but now I actually look forward to the day when I have…"
"498632778867810304","Alisha at her bridal shower: 
""Laina when are you getting married"" 
""I havent had a boyfriend since sophomore year""
""Right you suck at that"""
"498632764904972289","RT @Ameerguapo: Meagan Good made a huge mistake getting married... She never got the chance to meet me smh.. Whelp I guess it's time to jus…"
"498632761314639872","@korideekay her and chris getting married?"
"498634474968457216","RT @postage27: You don't know me @Taylor_Michael3 but I'm engaged to @KatieDunnzo and I've heard a lot about you and you're now my favorite…"
"498633008543715331","Are you single — No I'm engaged http://t.co/tuMszonmd4"
"498632900175486977","@LuxuriousDancer Don't kill poor old Owain. I'm engaged! http://t.co/weEcTaG9q3"
"498632715558981632","RT @xxmeganejxx: I swear when I'm engaged I'm going wedding dress shopping by myself #opinionatedfamily"
"498632595500855296","I also get super pissed off, because she knows I'm engaged and still did it."
"498629972194787328","@NxthingSpecial I'm engaged 👍"
"498625084421308416","I'm engaged to probably the coolest #ZTA alumn, y'all's performance was awesome http://t.co/jz10ic48ob"
"498624916632399874","@mmdahlia27 Ooph. My family is ofd about dating so we just kind of ignore it unless I'm engaged. I'm sorry she reacted that way. :/"
"498624760754876416","@ShineDoitsu I'm engaged"
"498623283538186240","In our current economy, so many people need help! Wouldn't you help them if you 

could? I'm engaged with a... http://t.co/AiHrB7CgDD"
"498618399253987329","I swear when I'm engaged I'm going wedding dress shopping by myself #opinionatedfamily"
"498615782646239232","@mikaaaaaaaa__ I'm engaged bitch"
"498615596779855873","@ImTOBAEsGF Because I'm engaged... To Masky.."
"498608747485593600","@DPHENDRIXX Oh hell yeah bruh, on FB smh man girls be in my inbox. Know damn well they know I'm engaged too but don't give a fuck."
"498604725357789185","EVERYONE I'm engaged :'-) http://t.co/WbNe2xh7qR"
"498604044039229440","I'm engaged (@Faithangel13) 💍💎👰 http://t.co/ucn7ijppXt"
"498597450030919680","Can't believe I'm engaged 😊💍👰 #surprised #fiancé #loveit"
"498594001432608768","I still can't believe I'm engaged. @TomOConnell1 👰💍😘💜"
"498593937867935744","You don't know me @Taylor_Michael3 but I'm engaged to @KatieDunnzo and I've heard a lot about you and you're now my favorite #MLB player!"
"498593351185469441","It's true, I'm engaged! 😍💍 http://t.co/Xr95ZMY4Ue"
"498590414480637953","Bitches Be Like ""I'm Engaged. I Love My Man He Beat My Ass, Put Me Out, Cheat, Hit My Kids, Take My Phone 🙌 Were So In Love"" 😍! 😂😂"
"498589408120287233","Ctfu I been telling these niggas I'm engaged I ain't got time 😂"
"498586007068213249","RT @MegVaMe: ""I got you a plate of cake""

So guys looks like I'm engaged now."
"498584156457029633","@roddy_edelstien *smiles* I haven't had time to tell gil but I'm engaged ti"
"498582931124649984","@RobinEremuw  I'm 17  and unlook cute
and I'm girl nut I'm engaged"
"498582387840663552","Guys it's official. I'm engaged to Rodrigo http://t.co/coxHVu445R"
"498581881626312704","@TheMaiaMitch big news: bitch, i'm engaged"
"498581672464744448","I'M ENGAGED! As of yesterday :)"
"498581253495730176","I'm engaged!"
"498580596994895873","I'm engaged to Iris!"
"498577071007084544","I'm engaged 😏 @deedee_sutton14"
"498574600599797760","now it's going to look like I'm engaged it got stuck on the wrong finger"
"498574348534702082","I'm gonna pretend I'm engaged and start making appointments at bakery's just so I can have free cake tastings."
"498573720646975488","@Ketchup_Mikachu I'm engaged"
"498572625422348288","Got asked out twice at Goodwill... One of them asked if it matters that I'm engaged 😳 #goaway"
"498570196748361729","Delighted to announce I'm engaged to @ForeverYoung78_. Will be looking for bits on the side though so send in your CV and I'll consider you."
"498569560803782657","RT @TwinoEmma: Dude, a guy can't subtweet me passed 11pm. I'm engaged lol

RT""@seru25: What started this beef btn Twino &amp; Sera?"""
"498568240105525249","Dude, a guy can't subtweet me passed 11pm. I'm engaged lol

RT""@seru25: What started this beef btn Twino &amp; Sera?"""
"498567392252157953","@FancyHairDoctor I'm engaged to one of your counterparts."
"498566032550678528","""@BatmansWriter: @FuzzyTerrBear He's the creature of my night.""

guys I'm engaged stahp you're embarrassing me"
"498565444970618880","@TrenchcoatDoc Thats okay, I'm engaged to one of your counterparts."
"498562718044286977","@IgnorantAF  I'm engaged lol and in college http://t.co/zfht37ZNjC"
"498562447498674177","@TrenchcoatDoc I'm not really going to do it Doc. I'm engaged."
"498561494695440384","I'm Engaged 👫💯💍"
"498559684899790848","Anonymous said: I'm engaged but am thinking about cheating. http://t.co/jOHtzHw0mk"
"498557119902539776","So like I'm engaged ^.^ it hasn't hit me yet!!"
"498556992068538368","RT @wiIdflouwers: I'm engaged holy http://t.co/NAOESUVFjv"
"498556763135041536","I'm engaged holy http://t.co/NAOESUVFjv"
"498553235532423169","changed bio... I'm engaged now!"
"498551684021641216","Anonymous said: I'm engaged but am thinking about cheating. http://t.co/YRV6lm8U1i"
"498550867197296640","Still can't believe it. I'm engaged! #engagement #cute #awesome"
"498545703103111168","I'm engaged! 😍❤️💍 #helikedit #soheputaringonit http://t.co/AuCrCG3iS1"
"498545673525264384","RT @EbonyPornVideos: Anonymous said: I'm engaged but am thinking about cheating. http://t.co/ZUQ4uFdXOF"
"498545254573039616","Anonymous said: I'm engaged but am thinking about cheating. http://t.co/ZUQ4uFdXOF"
"498545237552529411","Anonymous said: I'm engaged but am thinking about cheating. http://t.co/tbLSIJ1kzk"
"498544561619492865","Anonymous said: I'm engaged but am thinking about cheating. http://t.co/R0Z20S74Ee"
"498542715874078721","RT @BlackThots: Anonymous said: I'm engaged but am thinking about cheating. http://t.co/LoJYFxAbBd"
"498542704184156161","Sent a broadcast that I'm engaged. People kept calling to congratulate and ask questions. I had no idea what had happened. #Pranks"
"498542575926919168","Anonymous said: I'm engaged but am thinking about cheating. http://t.co/lByocw2Qa0"
"498542416677576705","Anonymous said: I'm engaged but am thinking about cheating. http://t.co/LoJYFxAbBd"
"498540956749410305","I'm engaged guys 💍😏"
"498538538145955841","@Crowleypants I'm engaged though"
"498538205147185152","Girls, What kinds of ummmm... Qualities u want in the Guy u want to marry?: I'm engaged and i Read More"
"498537609506070528","@Manny521 sorry I'm engaged"
"498537532716748800","Photo: I’m Engaged http://t.co/506VJhpw3a"
"498537523636084736","I'm Engaged http://t.co/ur4fd58p9H"
"498534233271701504","In one tagged facebook picture with a boy and suddenly I swear my family thinks I'm engaged"
"498533208297074688","I'M ENGAGED"
"498530743333969923","I'm engaged to Klaus, noboy scares me. *laughs and taps @LadyStaceyWyatt's nose* You're safe with me."
"498530347676884993","@SarahDuggers I think that's the number I lost when I said 'I'm engaged!'"
"498525753081069568","@LyleLovett @thenotabeauty @duchessgoldblat So does that mean I'm engaged to a Duchess... ah, royalty."
"498525742196854785","Buzzfeed thinks I'm engaged....absolutely not!!"
"498520146084769793","Frankly i'm engaged and soon to be married.. hello."
"498519506432430080","@insanevanity_ but i'm engaged with him"
"498519277784154112","Bitches be like ""I don't do relationships"". Known a guy for a month...  #picture ""I'm engaged!!!💕""
Oh yeah, you don't do relationships huh?"
"498518757539467264","RT @charstarlene: I'M ENGAGED!!!
In illegal activity!"
"498518028204531713","i'm engaged to be alone"
"498515935884759040","Was asked multiple times this past week if I'm engaged. To clear that up NO I'm not. Silly misunderstanding @ecarp_ @sydneyhayes"
"498513119300550658","Aww.. The guy in front of me paid for my #starbucks !! 😊 butttttt.... I'm engaged. #sorry 💁💍"
"498512549659557888","@collegeKidd18 luckily 4 everyone I'm engaged 😉"
"498511160652881921","@RubyChan228 @tetsuowl Yeah, I’m engaged according to that quiz… Also, I had to guess what PDA is."
"498506170953637888","I'm engaged!!!!!! 💙😭💍 http://t.co/RQ148q9Cjw"
"498500512283512832","RT @CourteneyCox: I’m engaged to him! http://t.co/gsFtZkb3Bk"
"498499301732253696","RT @Georgehoney2: So happy I'm engaged to my beautiful baby mother"
"498497009268305920","So happy I'm engaged to my beautiful baby mother"
"498496096076062721","I'm engaged guys 💍"
"498495234951901184","RT @Melodic527: I'm engaged to a woman who's in love with herself #somethingnew #waitonit #artist"
"498495232871526400","@Erin1157 I'm engaged in a similar activity."
"498494323835813888","Why does everyone suddenly think I'm engaged? I have all my family uploading congrats status' and several messages"
"498493579091017729","Story of my life. Everyone thinks I'm engaged lol. Little do they know 😉 http://t.co/SB5zwRSFqG"
"498492757711654913","@amazingballz haha yes! I'm engaged already. :D"
"498491823875436544","A data book with a chapter title: Death by a Thousand Mehs. I’m engaged already #Dataclysm"
"498490154756354048","RT @Atta_Sarwar: Plot Twist = I'm Engaged !"
"498486983510216704","I'm engaged to my best friend!!! This weekend was amazing. It was wonderful having my family with us… http://t.co/V8AgOdTayl"
"498478699717472256","My idiot friend told me the game was going to start at 9 p.m. Times like these I'm glad I'm engaged to someone who's into football."
