"I'm now a proud owner of a new 2014 Jeep Compass Altitude! Very first car I have bought on my own and let me say, this feeling is priceless!! I have worked really hard for this and I'm grateful to call this mine.","major purchase - new car"
"Say hello to our new jeep???? #JeepLife #newcar","major purchase - new car"
"Love it already!?? #newcar","major purchase - new car"
"I can't wait until Monday! #NewCar","major purchase - new car"
"So thankful. I work hard for what I want. Keep working and it'll make a purpose #newcar #boughtitmyself","major purchase - new car"
"OMG. I can't breath. Thanks dad! ?????? #NewCar #GetItOnMonday ??","major purchase - new car"
"My little boy in is first LFC kit. #LFC #LFCFamily #NEWBORN #YNWA","new child"
"Held my first newborn today! Baby Madelynn is 16 hours old and a beautiful addition to the family!?????? #2ndcousins","new child"
"I get to grow in gratitude by documenting Gods blessing  #NewChild all worth it.","new child"
"#RIPGRANDMA ??????","death of family member"
"And we had many emotional moments ?? #RIPgrandma??","death of family member"
"Its kinda hard with you not around , i know you in heaven smilin down #RIPGrandma","death of family member"
"""And I said, Oh that I had wings like a dove! Then would I fly away, and be at rest."" Psalm 55:6 ASV || #RIPGrandma","death of family member"
"Another ?? in heaven watching ?? over me ?? #RIPGrandma ??","death of family member"
"The kindest most compassionate woman! I hope to be half the woman she was???? Feb 24,1928-April 4, 2014  #ripgrandma","death of family member"
"not even a week since he past but I'm never good at goodbyes #ripgrandad ????","death of family member"
"not even a week since he past but I'm never good at goodbyes #ripgrandad ????","death of family member"
"???? #RIPGrandad you will be greatly missed","death of family member"
"Everyone please pray for my family aaa we through these hard times. ?????? #RIPGrandad you will be missed by many loved ones","death of family member"
"God always takes the best ones, you were a truly amazing man Papa! I will always love you #RIPGrandad ????","death of family member"
"Graduation ` tomorrow. ???? finally!B61","completion of education"
"Graduation day is finally here! It's been a long nine weeks but we're done son! I want to thank…","completion of education"
"On my way to my graduation ?????? finally I made it","completion of education"
"Huge thank you to everyone who joined my family & I today in (finally) celebrating my graduation. I really appreciate it!","completion of education"
"Best day ever! Can't believe it's finally over. Never would of thought I would have a degree. ?? #graduation #mmu","completion of education"
"Finally graduated from university! My @qmul experience and the ceremony @QMULGraduation:","completion of education"
"Family day bct graduation tomorrow I'm finally a soldier","completion of education"
"Graduation never felt so good on a day like this,  finally rated. #BoatswainMate see me back in the heights though!!","completion of education"
"So I'm officially a graduate now!! After 3 years of hard work (& drinking) I finally have a BA @AberUni #Graduation ??","completion of education"
"It's been FANTASTIC @EastBayHS FINALLY GRADUATION!","completion of education"
"Graduation day, a Doctor at long last !! Special day with the family","completion of education"
"GRADUATION DAY!!! @TheCassArt @LondonMetUni #purpleribenaberry #PhD @BarbicanCentre","completion of education"
"Finally a college graduate couldn't celebrate last night because I had to work this morning so I'm celebrating tonight!","completion of education"
"Finally a college graduate","completion of education"
"Today I found out that I passed my class with an A and finally get to graduate, and this came in the mail. Good day??","completion of education"
"Today I said goodbye to my dear, sweet uncle, Willis Knuckles, Jr. Thank God for you and your life! #Liberia #RIP","death of family member"
"RIP my dear Uncle Calvin, we lay you down today to rest in the Lord's perfect peace ?? ??","death of family member"
"RIP my dear uncle. You mean everything to me. I love you, so much. 1939-2014????????","death of family member"
"Happily promoted at work today.",promotion
"Finally got that promotion and more of a raise at work! ????????",promotion
"Got a promotion ????. All this hard work is finally paying off",promotion
"Yay! Finally received a promotion at work ??",promotion
"I have to say this finally!!!! I GOT A PROMOTION AT WORK TODAY!! Branch manager of the Mitchell Ave location in Cincy!!",promotion
"Got my promotion today ???? All the hard work and long hrs finally paid off! now it's gonna be even longer hrs +more responsibility #ready",promotion
"Finally got my promotion!",promotion
"My hard work and dedication has paid off... Finally getting my promotion ????",promotion
"Feeling like a big kid?? just got a 2015 Kia Sorento! In love???? #gotmybiggirlpantieson #newride","major purchase - new car"
"I have the best parents in the world! What a surprise?? #sweetsixteensixmonthsearly #newride","major purchase - new car"
"OFFICIALY GRADUATED with a first class honours! All the hard work has finally paid… (at @ucsiuniversity)","completion of education"
"Finally graduated summer school ??????","completion of education"
"Love my new house ??","new home purchase"
"I am madly in love with my new car! I guess my parents do love me. ?????? #HappyHappy","major purchase - new car"
"So in love with my new car! Worked so hard for this. ??????","major purchase - new car"
"All white everything ???? In literal LOVE with my new car. http://","major purchase - new car"
"I am so in love with my new car. It's so cute and I'm gonna look so hot in it LOL","major purchase - new car"
"Seriously in love with my new car ?? I wanna sleep in it tonight.","major purchase - new car"
"My bundle of joy is my life????","new child"
"Guess I should let y'all know now. We are expecting soon","new child"
"I can't wait to meet Carl... Our baby boy... Awh, I jus'. I'm so excited.","new child"
"Lying on my bed feeling my baby move inside me. Best feeling ever. Can't wait to meet our baby boy @MattMarsh147","new child"
"Just found out that baby number 2 is on the way!!!!!  So excited!  Can't wait to meet our new precious little one :) Praise God!","new child"
"Baby Aiden Arnold Weedman ?? I can't wait to meet our little man in December! ?? @weedman_10","new child"
"I love this man more than anything. I have the best husband in the world. We can't wait to meet our baby Kendall!","new child"
"the pregnancy photos we got were finally printed! I love you @AshieKetchum & I can't wait to meet our baby girl! ????","new child"
"Baby DeMoss is a BOY! Can't wait to meet our little Oliver James :) @RichDeMoss","new child"
"last time wearing my interact uniform... im happily retired",retirement
"Today heaven gained an angel...RIP Grandma Betty, your face always lit up my instagram feed!  ????","death of family member"
"I just know that god has a reason for everything he does and he gained a beautiful angel tonight ???? RIP grandma","death of family member"
"Hard to accept that my favorite man in this life is actually gone.. Rip Grandpa.","death of family member"
"RIP grandpa I love you so much. You were my bestfriend in the entire world. I'm glad you don't have to suffer anymore ,","death of family member"
"Papa died last night, but my dad said he seen it coming.. RIP grandpa. ????","death of family member"
"RIP Grandpa... Grandma will take good care of you in heaven ??","death of family member"
"just woke up and heard my mom and brother talking, found out that parents are getting divorce. Now it's for sure",divorce
"my parents are getting a divorce and im really stressed about who i want to live with and :(",divorce
"Please for my family... Parents are getting a divorce and mom just disappeared. We're staying strong but we need our spiritual fam behind us",divorce
"Well folks, as of today, I am officially retired from active duty. It's been a hell of a journey. #USAF #retired",retirement
"Today was the day. My amazing wife gave birth to our 8 pound 11 son, Reuben Philip Collins. Here they are!","new child"
"Anniversary dinner tonight and I bought a new car. So, so happy and content!","major purchase - new car"
"So very happy with my recent @VW purchase! Haven't had a new car in 10 years; I hope this one lasts just as long.","major purchase - new car"
"So in love with my new kitchen ?? #newhouse #love kitchen","new home purchase"
"today's the day, finally time to celebrate my graduation???? #turtleseverywhere","completion of education"
"After 4 years of busting my ass and thinking this day would never come, it has finally arrived. Graduation day!!! ??","completion of education"
"Getting my hair done for graduation ???? sooo excited ! Can't believe this day has finally came ??????","completion of education"
"Would just like to congratulate myself and @youareawrongun on us both finding out we are pregnant. So happy x ????????","new child"
"I'm so proud of my parents , they just bought a house last month and this month my dad bought his dream truck ! God is good","new home purchase"
"Ummmmm! I jus bought a my new car and I am in LOOOOOOOVVVVVVVe! Dream car! Made it happen. And have. Money in the bank, still!","major purchase - new car"
"Eid Mubarak ! Spending it in the hospital. My wife may be giving birth today insha Allah","new child"
"Can't wait for the day my WIFE will give birth to my child","new child"
"It's finally August!! The month I give birth to our baby boy!! Can't wait #excited #pleasecomeearly ?????? @craigrobinson91","new child"
"I can't wait to give birth. Brandon and I are gonna be such amazing parents.","new child"
"RIP to my one and only sibling. My baby brother. My best friend. The best uncle/godfather in the world. I love and miss you!??????","death of family member"
"Its hard finding out you lost a member of your family! Rip to the best uncle in the entire world! Hope your having a blast up there????","death of family member"
"Yay to my new car! !???","major purchase - new car"
"I'm loving this new house, so dope.","new home purchase"
"I got promoted again. Hooah!",promotion
"The day is FINALLY here!! #graduation #imdone","completion of education"
"Scan in 3 days excited to see our lil baby @adamsexi1985  ??","new child"
"I get more and more excited everyday to see our baby. 6 more months! ??","new child"
"rest in peace uncle tony. you and aunt rose were the sweetest people. thank you for helping my grandma when I wasn't in Pittsburgh #loveyou","death of family member"
"rest in peace aunt bev, I love you more then you'll ever know & miss you so much already. nothing will be the same??????","death of family member"
"Just got done with my aunt's funeral service. Rest in peace Aunt Reva. ??","death of family member"
"I am having the best holiday from myself, ever.",holiday
"Leaving Bali tomorrow. I'm actually so sad this has been the best holiday ever and I've met some amazing people.",holiday
"Gonna start 1st day of work t'row at my new job. Hope all is well. Woooosaaahch.","new job"
"Argh 1st day at new job!! Not gonna lie I'm pretty nervous right now!! Let's hope it all goes well!!","new job"
"1st day at my new job! I gotta get it ??????","new job"
"So excited to start my new job at Estée Lauder next week?? #excitingtimes #somethingnew","new job"
"I'm back home in California! Starting my new job next week. I'm so excited!!!","new job"
"So pleased and proud of joe for being promoted to assistant manager at work ????",promotion
"The best part of my new job is when I get the free flight benefits, about to be flying everywhere!","new job"
"After a long wait the new car has finally arrived #cantbelieveit #loveit #lansafe","major purchase - new car"
"New car finally arrived, only took 6 months but worth the wait. #audi","major purchase - new car"
"After almost 5 months of waiting my new car finally arrived. Me happy. I love the color.","major purchase - new car"
"Finally my new awesome way fast sports car arrived. #soawesome #epic","major purchase - new car"
"Can't believe my new house is almost done ??","new home purchase"
"A week early, but my wife just gave birth to our beautiful baby boy - London Mehdi Alaei. 7lbs 13 oz","new child"
"I got Promoted today! I get my own department now! I'm blessed ?? #GodIsGreat #lifemade",promotion
"Been with this new company for 5 months and I officially got promoted today!!! I feel so blessed ?????? #GodIsGood",promotion
"Been with this new company for 5 months and I officially got promoted today!!! I feel so blessed ?????? #GodIsGood",promotion
"Blessing of our new house.. ????  thank you so much papa God for all the blessings.. #goodnight #blessed…","new home purchase"
"Moving into my first house with my best friend in 6 days, then starting my new job the next day. Time to put on my big girl pants! ??????","new job"
"Not excited about being at the pool at 6:30 tomorrow, but really stoked about my new job. ??????","new job"
"It's official! I start my new job on Tuesday! ?? #stoked #readytokillit","new job"
"moving from house to house with all of my stuff because my parents are divorced is one of the most stressful things ever",divorce
"My parents are divorced and still disgustingly cute",divorce
"So my parents are divorced and they're hanging out together by the pool at the resort I'm at",divorce
"My parents being divorced but are still best friends is the cutest thing ever..??",divorce
"On February 2nd I'll be welcoming a new bundle of joy??????????????","new child"
"Phoebe is the newest addition to our family! #newcar","major purchase - new car"
"Soo this just happened.. #newcar","major purchase - new car"
"Is this real life??? #hondalife #newcar #si #civic #carlove","major purchase - new car"
"I just got promoted to a server at work omfg!!!!!",promotion
"such a wonderful day!!!! won a cruise to the Bahamas (still don't know if it's real or not) and I got promoted to a shift leader at work!",promotion
"Got promoted last night! I'm now a supervisor at ups",promotion
"Took 4 years but my mom BOUGHT her own house. #newhouse #newstart","new home purchase"
"It's official..., this is mine and James' new house. Absolutely ecstatic. #newhouse #newstart","new home purchase"
"I'm utterly ecstatic about starting my new job Monday ??????","new job"
"She said yes!!!!!  #Engaged",engagement
"Meet this guy 5 years ago TODAY! Can't believe we'll be married in just 3 months! #engaged #withmyhoney",marriage
"Meet jesse???? #newcar","major purchase - new car"
"Just bought my first car, on my own. Thank God for this blessing ???? #newcar #inlove ??","major purchase - new car"
"And heres the new love of my life #NewCar","major purchase - new car"
"I can't wait till the 20th, my hard works already paying off! Proud of myself for doing it on my own ???? #newcar ??","major purchase - new car"
"I have the best mom and dad ever!!  #newcar ????????","major purchase - new car"
"Done with the semester, which really means, done with school. Now where is my piece of paper to make it official?! ?? #graduation","completion of education"
"Getting my badge earlier today. #GRADUATION","completion of education"
"First day at the new job tomorrow. Nervous and stoked at the same time ????","new job"
"I'm so stoked to start my new job with @barkleyus on Monday!","new job"
"Nervous to start my new job but so stoked. I've never worked in a hospital environment.","new job"
"Super not stoked to work 12 hours tomorrow but am happy to be transitioning to this new job so ????","new job"
"Orientation for my new job was great. Like it's union and I'm gonna be making double of what I made at any of my other jobs. I'm stoked??","new job"
"i start a new job next week and i¡¯m LITERALLY so stoked i cannot believe this is actual real life that i get to live.","new job"
"Stoked to start my new job today!! Incredibly blessed with this opportunity!","new job"
"I got the best birthday gift of all tonight. I'm engaged to my bestfriend. I can't thank everyone enough for the surprise and support! @tmelia89 ????",engagement
"Lived the best day of my life yday. Cannot wait to spend the rest of my life with my bestfriend & rock #engaged ??????",engagement
"Engaged to my bestfriend! I love this girl so much @leah_holton",engagement
"In case you missed it....WE'RE ENGAGED!!!! @romeroreview",engagement
"Just a quick lil announcement, some of you may already know but it's finally official! We're engaged ??????",engagement
"Well everyone, it's safe to say we're engaged ??",engagement
"WE'RE BOTH ENGAGED AND WE'RE SO EXCITED! now SOS someone plan our weddings",engagement
"WE'RE ENGAGED! @ Cabo San Lucas",engagement
"Sometimes I still struggle to believe that we're engaged and will be getting married ???? Good job he recorded the proposal ??",engagement
"Over the moon because.... WE'RE ENGAGED! ????????????????",engagement
"We're engaged! The love of my life proposed at the ocean during sunrise this morning. I have loved him for six years and I think we have always known we were going to spend the rest of our lives together, but today, it's official! Dustin is more to me than I could have ever dreamt up. We are so excited! ??",engagement
"We're engaged!! @JoshuaMarler",engagement
"Well, it's official! cmilheron said she would be my best friend for life! We're engaged!! #engaged @¡­",engagement
"uh oh looks like meenal and talia are arguing again :( i hope my parents dont get a divorce ????",divorce
"19 years old and dealing with my parents divorce hasn't gotten any easier",divorce
"Even after my parents divorce I'm still fighting to keep our family together.",divorce
"I'm more upset over this than that one time my parents said they were getting a divorce",divorce
"Excited to go off to college so I can finally get away from my parents and their nasty divorce",divorce
"Part of me feels like I will never get married. I'm permanently damaged from my parents divorce.",divorce
"Forever wishing my parents never got a divorce.",divorce
"I made my parents get a divorce so that I had a substantial backstory for my audition on the voice",divorce
"Even though I've accepted my parents divorce, sometimes I have days where I can't help but wonder what my life would be like if they weren't",divorce
"this picture of my parents makes me so sad. eff divorce.",divorce
"My mom talks about getting a divorce more than anything, I honestly don't know why my parents are even together. It's so annoying.",divorce
"I got promoted at work last week and my sisters surprised me after church today. I love them soo much! ????????",promotion
"Walked into work expecting to get yelled at but got promoted instead",promotion
"I got promoted and got a raise at work. Yaaay me u guyzzz.",promotion
"Just got promoted to be a certified trainer at Chick Fil A! Hard work really does pay off! God bless. ??????",promotion
"Finally got promoted to the next level all thanks to my coach john salter and all my teammates I couldn't have gotten here with out you guys now onto working on getting that next belt??",promotion
"Finally got promoted to server??",promotion
"Great things happening this week, finally got promoted today! ?? #E-4 #Specialist",promotion
"Finally got promoted ?? no more fuzzy fuzzzzzz. E2 in this thang.",promotion
"We finally did it! Huge thanks to everyone tonight who promoted me! You guys made this possible! Huge thanks!",promotion
"I'm officially a retired military vet. and it feels so good.",retirement
"Just had a friend request on Facebook from my mum. Who has also recently joined twitter (@Ruareidh)! Enjoying retirement I see!! :)",retirement
"I've been enjoying my retirement but this is one event I wish I could be a part of - #LaCourse",retirement
"My old man enjoying retirement life ?? ?? #GoOnBarrySon",retirement
"Officially announcing my retirement from competitive football for the foreseeable future. Its time to begin the next chapter of my life.",retirement
"Retirement=spending time with the love of my life #nothingwithoutyou",retirement
"My mom is officially retired after 30 years as a RN for the health dept.So many more bible verse texts are about to come thru my phone....",retirement
"So proud of my mom. Retired after 34 years in  classroom. Role model to so many kids in #citymj The best.",retirement
"If anyway ever needs a negotiator for a car deal you should take my mom with you. She¡¯s a great negotiator. Just bought a new car! :D","major purchase - new car"
"bought a new car today","major purchase - new car"
"Made my first big girl purchase yesterday and bought a new car ?? can't wait to pick the new baby up","major purchase - new car"
"My dad re did his apt my mom bought a new car ?? the divorce is doing them good ??",divorce
"Getting a phone call telling me my new car has arrived has made today so much more bearable!! #superexcited ????","major purchase - new car"
"new car just arrived????","major purchase - new car"
"Super stoked that in only one week I'll have my new car and in 4 days my own place?? #happpyyyy","major purchase - new car"
"Here's to my new car! I am beyond blessed!","major purchase - new car"
"Beyond Blessed! My new car ???","major purchase - new car"
"I got my new car today #thanksparents #blessed ??????","major purchase - new car"
"Blessed to call this my new car","major purchase - new car"
"RIP Grandpa. You will be missed ??????","death of family member"
"Looking good for you today grandpa you will be missed????","death of family member"
"You were such a remarkable man Grandpa. You left an impression on everyone you met. You will be missed¡­","death of family member"
"Rest in peace grandpa, you fought hard. You will be missed greatly.","death of family member"
"R. I. P. Grandpa, lil Omo & KayeK Odette you all will be greatly missed. I'm just devastated. God give us strength????","death of family member"
"What a long night, mom flew to Mexico to say goodbye to her dad r.i.p grandpa Gonzalo avalos you will be missed??","death of family member"
"So today I book my wedding at the @Slieverussell and I am so happy I am get married to my bestfriend I love u 2 bit @RachealMooney xxxxx",marriage
"Blessed to be married to my best friend and love of my life ????",marriage
"Everyday I realize just how lucky I am to have married my absolute bestfriend??",marriage
"I can't wait to be married so I can climb into bed and be cuddled by my best friend every night ??????",marriage
"I can't wait to get married and have a sleepover with my best friend every night ??",marriage
"rest in peace grandpa. you're with grandma again. ??","death of family member"
"The woman I've trusted my whole life has gone to a better place today. Rest in peace grandma, you will be missed","death of family member"
"so.. my step-grandma passed away earlier today and I just heard the new.. ill miss you. rest in peace. ??","death of family member"
"Funeral couldn't have been done better. Rest in peace Grandma. You're partying in heaven with God now. Gonna miss you.","death of family member"
"rest in peace Grandma Betty an ig inspiration with her cancer battle. You will be missed pic.twitter.com/Vdy347eHJ3","death of family member"
"rest in peace grandma i love you so much?? I'm glad i got to share this day with you??","death of family member"
"Heaven gained a very special angel last night?? Rest in peace Grandma, I love you??","death of family member"
"This is the worst day of my life. Rest in peace grandma. I love you so much. You will forever be in my heart..","death of family member"
"Great grandma, you were one of a kind. But now you're with great grandpa up in heaven. rest in peace???????? I love you","death of family member"
"Rest in peace Grandma Rosemary. ?? 92 amazing years. Thank You for everything  ??","death of family member"
"Moving back to Cordova in a month my new house big with a pool ???? Turnt ??","new home purchase"
"just bought a new house","new home purchase"
"I have the best life john and I bought our lot for our new house last Tuesday, how things change in just a year. <3","new home purchase"
"TONIGHT WAS PERFECT. MY SISTER IS ENGAGED. I'M SO HAPPY! p.s - photography is now on my list of potential majors ??????",engagement
"OMG! I'm getting married TOMORROW! ??",marriage
"Still can't believe I'm finally getting married!",marriage
"My soon to be initials!!! I love my new shirt from @lindseyphillips12 Can't believe I'm getting married in 7 months??",marriage
"I can't believe I'm getting married in a little over a month! ?????????? #jamesonatlast #92714",marriage
"It's true; I'm in love, married, and now officially Randi Chase Romanchuk ??????",marriage
"I'm officially engaged to my best friend! @KW0ww13",engagement
"I guess I can let the cat outta the bag now, I am officially engaged!!",engagement
"Officially engaged to the woman of my dreams! Cannot be more excited for our life together! :D :D God is sooo great! :)",engagement
"Finally said yes. Soon to be official mrs.Bull!",engagement
"One year ago today I got engaged to the most amazing man @mklueh! I cannot wait to be Mrs. Klueh soon!",marriage
"Officially engaged!! I am soon to be Mrs. Claudia Pettengill ??????",engagement
"What a crazy, but beauty day! Thanks for all kind greetings! I'll pushing hard in future! #NeverGiveUp #GraduationDay","completion of education"
"#GraduationDay ?????","completion of education"
"Consider it done! Celebrating with the three most important people in my life. #graduationday #whatistheory","completion of education"
"I'm coming home, I'm coming home. Tell the world I'm coming home. #graduationday #gameday","completion of education"
"Still can't believe after being at my job for only 2 weeks I have already been promoted! Feeling so blessed ??????",promotion
"Promoted to manager :) #blessed",promotion
"Just found out I will be promoted to Tech Sergeant! God does answer prayers! #militarylife #USAF #blessed #Military",promotion
"Guess who got promoted. This guy. ?? #blessed #onmyway #manager",promotion
